origin,policy,Q,rotation,window,n32,mean,SE
i20_new,oracle_nuisance/r0p9/cp,0,0.78539816339744828,late,32,0.21670732860731931,0.0022520446705224608
i20_new,oracle_nuisance/r0p9/rec99,0,0.78539816339744828,late,32,0.21670732860731939,0.0022520446705224621
i20_new,oracle_nuisance/r0p9/rec9,0,0.78539816339744828,late,32,0.26474327926233315,0.0023518050102707445
i20_new,oracle_nuisance/rstar/cp,0,0.78539816339744828,late,32,0.63578931981859943,0.0043449294246046717
i20_new,oracle_nuisance/rstar/rec99,0,0.78539816339744828,late,32,0.63578931981859932,0.0043449294246046734
i20_new,oracle_nuisance/rstar/rec9,0,0.78539816339744828,late,32,0.68382527047361308,0.0043717311143920412
i20_new,native/r0p9/cp,0.01,0,whole,32,0.66970483888916699,0.013228858471117998
i20_new,native/r0p9/rec99,0.01,0,whole,32,0.66715177806093728,0.013296845238864659
i20_new,native/r0p9/rec9,0.01,0,whole,32,0.31366474586068782,0.0032679447226637392
i20_new,native/rstar/cp,0.01,0,whole,32,1.0798879295964747,0.012575980745691006
i20_new,native/rstar/rec99,0.01,0,whole,32,1.077965821893377,0.012609053594016265
i20_new,native/rstar/rec9,0.01,0,whole,32,0.72378510072513214,0.0043529543127000143
i20_new,full_legacy/r0p9/cp,0.01,0,whole,32,0.66964305623546705,0.013029813206656601
i20_new,full_legacy/r0p9/rec99,0.01,0,whole,32,0.66128327357658012,0.013021803478464737
i20_new,full_legacy/r0p9/rec9,0.01,0,whole,32,0.31366474586068782,0.0032679447226637392
i20_new,full_legacy/rstar/cp,0.01,0,whole,32,1.082595847607827,0.012168942688942929
i20_new,full_legacy/rstar/rec99,0.01,0,whole,32,1.0763161897731628,0.012333824310448235
i20_new,full_legacy/rstar/rec9,0.01,0,whole,32,0.72700200067115417,0.0041151121263885782
i20_new,ew99/r0p9/cp,0.01,0,whole,32,0.67076538698560073,0.013230861213791995
i20_new,ew99/r0p9/rec99,0.01,0,whole,32,0.65958653583652493,0.012945875277973877
i20_new,ew99/r0p9/rec9,0.01,0,whole,32,0.31366474586068782,0.0032679447226637392
i20_new,ew99/rstar/cp,0.01,0,whole,32,1.0863809802756643,0.01237478403105953
i20_new,ew99/rstar/rec99,0.01,0,whole,32,1.0773140124621445,0.012425954597406808
i20_new,ew99/rstar/rec9,0.01,0,whole,32,0.7296939404241386,0.0040438844639729236
i20_new,ew999/r0p9/cp,0.01,0,whole,32,0.67634594278987437,0.013595386003364449
i20_new,ew999/r0p9/rec99,0.01,0,whole,32,0.67347712562408679,0.013505635762890801
i20_new,ew999/r0p9/rec9,0.01,0,whole,32,0.31366474586068782,0.0032679447226637392
i20_new,ew999/rstar/cp,0.01,0,whole,32,1.0905668305589522,0.012749820002944676
i20_new,ew999/rstar/rec99,0.01,0,whole,32,1.0879328451914778,0.012648354171645471
i20_new,ew999/rstar/rec9,0.01,0,whole,32,0.72774797491047294,0.0040140906312461019
i20_new,oracle_useful/r0p9/cp,0.01,0,whole,32,0.15984475664507608,0.014536444620012424
i20_new,oracle_useful/r0p9/rec99,0.01,0,whole,32,0.15984475664507608,0.014536444620012424
i20_new,oracle_useful/r0p9/rec9,0.01,0,whole,32,0.31366474586068782,0.0032679447226637392
i20_new,oracle_useful/rstar/cp,0.01,0,whole,32,0.2317621201275718,0.014528317968525908
i20_new,oracle_useful/rstar/rec99,0.01,0,whole,32,0.2317621201275718,0.014528317968525908
i20_new,oracle_useful/rstar/rec9,0.01,0,whole,32,0.38558210934318349,0.0031950612724768409
i20_new,oracle_nuisance/r0p9/cp,0.01,0,whole,32,0.69048008955649331,0.014043991482964374
i20_new,oracle_nuisance/r0p9/rec99,0.01,0,whole,32,0.69048008955649331,0.014043991482964374
i20_new,oracle_nuisance/r0p9/rec9,0.01,0,whole,32,0.31366474586068782,0.0032679447226637392
i20_new,oracle_nuisance/rstar/cp,0.01,0,whole,32,1.1067278984201931,0.0134094370685638
i20_new,oracle_nuisance/rstar/rec99,0.01,0,whole,32,1.1067278984201931,0.0134094370685638
i20_new,oracle_nuisance/rstar/rec9,0.01,0,whole,32,0.72991255472438787,0.0041937231599367252
i20_new,native/r0p9/cp,0.01,0,startup,32,0.8407292851493493,0.098330088221038489
i20_new,native/r0p9/rec99,0.01,0,startup,32,0.85904116001898845,0.10067879899673923
i20_new,native/r0p9/rec9,0.01,0,startup,32,0.52565589843671923,0.061144961525572784
i20_new,native/rstar/cp,0.01,0,startup,32,1.0062150248798369,0.093379571236259562
i20_new,native/rstar/rec99,0.01,0,startup,32,1.0233452367044831,0.090911091858873055
i20_new,native/rstar/rec9,0.01,0,startup,32,0.6887841432966606,0.037877106768545873
i20_new,full_legacy/r0p9/cp,0.01,0,startup,32,0.84941901939648989,0.096005747263447475
i20_new,full_legacy/r0p9/rec99,0.01,0,startup,32,0.85504238583485803,0.099165882731380717
i20_new,full_legacy/r0p9/rec9,0.01,0,startup,32,0.52565589843671923,0.061144961525572784
i20_new,full_legacy/rstar/cp,0.01,0,startup,32,1.0246320642864348,0.090316880003216485
i20_new,full_legacy/rstar/rec99,0.01,0,startup,32,1.0353562904979672,0.089547525028153857
i20_new,full_legacy/rstar/rec9,0.01,0,startup,32,0.69726762754492155,0.03770599265604882
i20_new,ew99/r0p9/cp,0.01,0,startup,32,0.85047689904903434,0.079680763881605929
i20_new,ew99/r0p9/rec99,0.01,0,startup,32,0.75023102930643659,0.076755262948635675
i20_new,ew99/r0p9/rec9,0.01,0,startup,32,0.52565589843671923,0.061144961525572784
i20_new,ew99/rstar/cp,0.01,0,startup,32,1.0932979512084082,0.073363156761769729
i20_new,ew99/rstar/rec99,0.01,0,startup,32,0.97252823359324725,0.060340512070723079
i20_new,ew99/rstar/rec9,0.01,0,startup,32,0.76583073550829273,0.034223748169002158
i20_new,ew999/r0p9/cp,0.01,0,startup,32,0.85386817298890882,0.080935762525439853
i20_new,ew999/r0p9/rec99,0.01,0,startup,32,0.7576077247959957,0.077453745104182473
i20_new,ew999/r0p9/rec9,0.01,0,startup,32,0.52565589843671923,0.061144961525572784
i20_new,ew999/rstar/cp,0.01,0,startup,32,1.0956488120670489,0.075325607955465251
i20_new,ew999/rstar/rec99,0.01,0,startup,32,0.97761243984141943,0.061806744159237238
i20_new,ew999/rstar/rec9,0.01,0,startup,32,0.76412903068485005,0.034424418365664358
i20_new,oracle_useful/r0p9/cp,0.01,0,startup,32,1.672896949841677,0.50738709982579722
i20_new,oracle_useful/r0p9/rec99,0.01,0,startup,32,1.672896949841677,0.50738709982579722
i20_new,oracle_useful/r0p9/rec9,0.01,0,startup,32,0.52565589843671923,0.061144961525572784
i20_new,oracle_useful/rstar/cp,0.01,0,startup,32,1.6967712445984193,0.50849986346438358
i20_new,oracle_useful/rstar/rec99,0.01,0,startup,32,1.6967712445984193,0.50849986346438369
i20_new,oracle_useful/rstar/rec9,0.01,0,startup,32,0.54953019319346152,0.061023946857214205
i20_new,oracle_nuisance/r0p9/cp,0.01,0,startup,32,1.2958260393367971,0.15693764391478998
i20_new,oracle_nuisance/r0p9/rec99,0.01,0,startup,32,1.2958260393367971,0.15693764391478998
i20_new,oracle_nuisance/r0p9/rec9,0.01,0,startup,32,0.52565589843671923,0.061144961525572784
i20_new,oracle_nuisance/rstar/cp,0.01,0,startup,32,1.6013151198841156,0.15481089240220378
i20_new,oracle_nuisance/rstar/rec99,0.01,0,startup,32,1.6013151198841156,0.15481089240220375
i20_new,oracle_nuisance/rstar/rec9,0.01,0,startup,32,0.83114497898403761,0.036190094374532751
i20_new,native/r0p9/cp,0.01,0,transition,32,0.64240852487428235,0.033315873155336517
i20_new,native/r0p9/rec99,0.01,0,transition,32,0.64309049180707389,0.033965723407632653
i20_new,native/r0p9/rec9,0.01,0,transition,32,0.31434685491158054,0.005923581611621466
i20_new,native/rstar/cp,0.01,0,transition,32,1.0468184930114108,0.033296366573047798
i20_new,native/rstar/rec99,0.01,0,transition,32,1.049380007465825,0.034566963511435532
i20_new,native/rstar/rec9,0.01,0,transition,32,0.71843923975776358,0.0080818648164172457
i20_new,full_legacy/r0p9/cp,0.01,0,transition,32,0.65402111851413403,0.03306262632682952
i20_new,full_legacy/r0p9/rec99,0.01,0,transition,32,0.65396531966084237,0.034127737338856386
i20_new,full_legacy/r0p9/rec9,0.01,0,transition,32,0.31434685491158054,0.005923581611621466
i20_new,full_legacy/rstar/cp,0.01,0,transition,32,1.0697127373493998,0.032632058051843882
i20_new,full_legacy/rstar/rec99,0.01,0,transition,32,1.0764660996972726,0.035062690931835026
i20_new,full_legacy/rstar/rec9,0.01,0,transition,32,0.73000173200951335,0.0083274033156814399
i20_new,ew99/r0p9/cp,0.01,0,transition,32,0.65889195226170283,0.032995843219710573
i20_new,ew99/r0p9/rec99,0.01,0,transition,32,0.6580695388802924,0.034150979984987166
i20_new,ew99/r0p9/rec9,0.01,0,transition,32,0.31434685491158054,0.005923581611621466
i20_new,ew99/rstar/cp,0.01,0,transition,32,1.0789061905470589,0.032960695748291538
i20_new,ew99/rstar/rec99,0.01,0,transition,32,1.0878814498608063,0.036351841927676654
i20_new,ew99/rstar/rec9,0.01,0,transition,32,0.73434773930831843,0.0085782135201827765
i20_new,ew999/r0p9/cp,0.01,0,transition,32,0.66200687240403144,0.034034687184320608
i20_new,ew999/r0p9/rec99,0.01,0,transition,32,0.66184344791650229,0.03444732830356094
i20_new,ew999/r0p9/rec9,0.01,0,transition,32,0.31434685491158054,0.005923581611621466
i20_new,ew999/rstar/cp,0.01,0,transition,32,1.0789304341323773,0.033854199903315438
i20_new,ew999/rstar/rec99,0.01,0,transition,32,1.0822800996938831,0.034870899853042148
i20_new,ew999/rstar/rec9,0.01,0,transition,32,0.73107743171882977,0.0084869296333620562
i20_new,oracle_useful/r0p9/cp,0.01,0,transition,32,0.14255146459695037,0.0083285613516925275
i20_new,oracle_useful/r0p9/rec99,0.01,0,transition,32,0.14255146459695034,0.0083285613516925292
i20_new,oracle_useful/r0p9/rec9,0.01,0,transition,32,0.31434685491158054,0.005923581611621466
i20_new,oracle_useful/rstar/cp,0.01,0,transition,32,0.2140805154209153,0.0082629971381898114
i20_new,oracle_useful/rstar/rec99,0.01,0,transition,32,0.2140805154209153,0.0082629971381898131
i20_new,oracle_useful/rstar/rec9,0.01,0,transition,32,0.38587590573554553,0.005554837898131877
i20_new,oracle_nuisance/r0p9/cp,0.01,0,transition,32,0.67336631715137463,0.033790725638328571
i20_new,oracle_nuisance/r0p9/rec99,0.01,0,transition,32,0.67336631715137463,0.033790725638328564
i20_new,oracle_nuisance/r0p9/rec9,0.01,0,transition,32,0.31434685491158054,0.005923581611621466
i20_new,oracle_nuisance/rstar/cp,0.01,0,transition,32,1.0924733768916286,0.033573627702207044
i20_new,oracle_nuisance/rstar/rec99,0.01,0,transition,32,1.0924733768916286,0.03357362770220703
i20_new,oracle_nuisance/rstar/rec9,0.01,0,transition,32,0.73345391465183463,0.0084977782728722535
i20_new,native/r0p9/cp,0.01,0,late,32,0.67219291821829308,0.016050469670460157
i20_new,native/r0p9/rec99,0.01,0,late,32,0.66797385120516117,0.015947649041285393
i20_new,native/r0p9/rec9,0.01,0,late,32,0.30639374139288555,0.0025548103679456898
i20_new,native/rstar/cp,0.01,0,late,32,1.0922645240625481,0.015789701242022756
i20_new,native/rstar/rec99,0.01,0,late,32,1.0883622523946057,0.015791129053379337
i20_new,native/rstar/rec9,0.01,0,late,32,0.72655555759629176,0.0043576785691987977
i20_new,full_legacy/r0p9/cp,0.01,0,late,32,0.66833710544649949,0.015768216380381891
i20_new,full_legacy/r0p9/rec99,0.01,0,late,32,0.65702002267602544,0.014954352880478307
i20_new,full_legacy/r0p9/rec9,0.01,0,late,32,0.30639374139288555,0.0025548103679456898
i20_new,full_legacy/rstar/cp,0.01,0,late,32,1.0883929067960687,0.015489613561290503
i20_new,full_legacy/rstar/rec99,0.01,0,late,32,1.0776365467717695,0.014938241744969645
i20_new,full_legacy/rstar/rec9,0.01,0,late,32,0.72709322704052104,0.0043572333098559606
i20_new,ew99/r0p9/cp,0.01,0,late,32,0.66833703366732244,0.015768224073979386
i20_new,ew99/r0p9/rec99,0.01,0,late,32,0.65702015180773099,0.014954418349041237
i20_new,ew99/r0p9/rec9,0.01,0,late,32,0.30639374139288555,0.0025548103679456898
i20_new,ew99/rstar/cp,0.01,0,late,32,1.0883928514964878,0.015489625871751716
i20_new,ew99/rstar/rec99,0.01,0,late,32,1.0776366405381761,0.014938337340337697
i20_new,ew99/rstar/rec9,0.01,0,late,32,0.72709324092274619,0.0043572411945731714
i20_new,ew999/r0p9/cp,0.01,0,late,32,0.67473025623232596,0.016183440932393944
i20_new,ew999/r0p9/rec99,0.01,0,late,32,0.67416287563063193,0.016181052496884923
i20_new,ew999/r0p9/rec9,0.01,0,late,32,0.30639374139288555,0.0025548103679456898
i20_new,ew999/rstar/cp,0.01,0,late,32,1.0938883501033214,0.015938040571984655
i20_new,ew999/rstar/rec99,0.01,0,late,32,1.0933060156857581,0.015953029420473351
i20_new,ew999/rstar/rec9,0.01,0,late,32,0.72553643600882001,0.0043523244273325438
i20_new,oracle_useful/r0p9/cp,0.01,0,late,32,0.11459767115296041,0.0016572470620205477
i20_new,oracle_useful/r0p9/rec99,0.01,0,late,32,0.11459767115296041,0.0016572470620205479
i20_new,oracle_useful/r0p9/rec9,0.01,0,late,32,0.30639374139288555,0.0025548103679456898
i20_new,oracle_useful/rstar/cp,0.01,0,late,32,0.18823296405720719,0.001723935547876216
i20_new,oracle_useful/rstar/rec99,0.01,0,late,32,0.18823296405720719,0.0017239355478762151
i20_new,oracle_useful/rstar/rec9,0.01,0,late,32,0.38002903429713236,0.0025358542252343149
i20_new,oracle_nuisance/r0p9/cp,0.01,0,late,32,0.67543602295201866,0.016189266856503921
i20_new,oracle_nuisance/r0p9/rec99,0.01,0,late,32,0.67543602295201866,0.016189266856503928
i20_new,oracle_nuisance/r0p9/rec9,0.01,0,late,32,0.30639374139288555,0.0025548103679456898
i20_new,oracle_nuisance/rstar/cp,0.01,0,late,32,1.0945180141632986,0.01594693915776119
i20_new,oracle_nuisance/rstar/rec99,0.01,0,late,32,1.0945180141632986,0.0159469391577612
i20_new,oracle_nuisance/rstar/rec9,0.01,0,late,32,0.72547573260416542,0.0043614282527203825
i20_new,native/r0p9/cp,0.01,0.78539816339744828,whole,32,0.6697048388891671,0.013228858471118005
i20_new,native/r0p9/rec99,0.01,0.78539816339744828,whole,32,0.66715177806093728,0.013296845238864676
i20_new,native/r0p9/rec9,0.01,0.78539816339744828,whole,32,0.31366474586068782,0.0032679447226637392
i20_new,native/rstar/cp,0.01,0.78539816339744828,whole,32,1.0798879295964747,0.012575980745691018
i20_new,native/rstar/rec99,0.01,0.78539816339744828,whole,32,1.0779658218933772,0.012609053594016277
i20_new,native/rstar/rec9,0.01,0.78539816339744828,whole,32,0.72378510072513214,0.0043529543127000178
i20_new,full_legacy/r0p9/cp,0.01,0.78539816339744828,whole,32,0.66964305623546705,0.013029813206656601
i20_new,full_legacy/r0p9/rec99,0.01,0.78539816339744828,whole,32,0.66128327357658012,0.01302180347846474
i20_new,full_legacy/r0p9/rec9,0.01,0.78539816339744828,whole,32,0.31366474586068782,0.0032679447226637392
i20_new,full_legacy/rstar/cp,0.01,0.78539816339744828,whole,32,1.0825958476078275,0.012168942688942926
i20_new,full_legacy/rstar/rec99,0.01,0.78539816339744828,whole,32,1.0763161897731623,0.012333824310448202
i20_new,full_legacy/rstar/rec9,0.01,0.78539816339744828,whole,32,0.72700200067115417,0.0041151121263885773
i20_new,ew99/r0p9/cp,0.01,0.78539816339744828,whole,32,0.67076538698560095,0.013230861213792001
i20_new,ew99/r0p9/rec99,0.01,0.78539816339744828,whole,32,0.65958653583652493,0.012945875277973877
i20_new,ew99/r0p9/rec9,0.01,0.78539816339744828,whole,32,0.31366474586068782,0.0032679447226637392
i20_new,ew99/rstar/cp,0.01,0.78539816339744828,whole,32,1.0863809802756643,0.012374784031059535
i20_new,ew99/rstar/rec99,0.01,0.78539816339744828,whole,32,1.0773140124621445,0.012425954597406792
i20_new,ew99/rstar/rec9,0.01,0.78539816339744828,whole,32,0.72969394042413849,0.0040438844639729202
i20_new,ew999/r0p9/cp,0.01,0.78539816339744828,whole,32,0.67634594278987437,0.013595386003364454
i20_new,ew999/r0p9/rec99,0.01,0.78539816339744828,whole,32,0.6734771256240869,0.013505635762890805
i20_new,ew999/r0p9/rec9,0.01,0.78539816339744828,whole,32,0.31366474586068782,0.0032679447226637392
i20_new,ew999/rstar/cp,0.01,0.78539816339744828,whole,32,1.0905668305589522,0.012749820002944683
i20_new,ew999/rstar/rec99,0.01,0.78539816339744828,whole,32,1.0879328451914776,0.012648354171645478
i20_new,ew999/rstar/rec9,0.01,0.78539816339744828,whole,32,0.72774797491047283,0.0040140906312461002
i20_new,oracle_useful/r0p9/cp,0.01,0.78539816339744828,whole,32,0.15984475664507608,0.014536444620012429
i20_new,oracle_useful/r0p9/rec99,0.01,0.78539816339744828,whole,32,0.15984475664507614,0.014536444620012506
i20_new,oracle_useful/r0p9/rec9,0.01,0.78539816339744828,whole,32,0.31366474586068782,0.0032679447226637392
i20_new,oracle_useful/rstar/cp,0.01,0.78539816339744828,whole,32,0.2317621201275718,0.01452831796852592
i20_new,oracle_useful/rstar/rec99,0.01,0.78539816339744828,whole,32,0.2317621201275718,0.014528317968525918
i20_new,oracle_useful/rstar/rec9,0.01,0.78539816339744828,whole,32,0.38558210934318349,0.0031950612724768379
i20_new,oracle_nuisance/r0p9/cp,0.01,0.78539816339744828,whole,32,0.69048008955649309,0.014043991482964381
i20_new,oracle_nuisance/r0p9/rec99,0.01,0.78539816339744828,whole,32,0.69048008955649554,0.014043991482964469
i20_new,oracle_nuisance/r0p9/rec9,0.01,0.78539816339744828,whole,32,0.31366474586068782,0.0032679447226637392
i20_new,oracle_nuisance/rstar/cp,0.01,0.78539816339744828,whole,32,1.1067278984201931,0.013409437068563805
i20_new,oracle_nuisance/rstar/rec99,0.01,0.78539816339744828,whole,32,1.1067278984201931,0.013409437068563798
i20_new,oracle_nuisance/rstar/rec9,0.01,0.78539816339744828,whole,32,0.72991255472438787,0.0041937231599367235
i20_new,native/r0p9/cp,0.01,0.78539816339744828,startup,32,0.84072928514934953,0.098330088221038503
i20_new,native/r0p9/rec99,0.01,0.78539816339744828,startup,32,0.85904116001898823,0.10067879899673919
i20_new,native/r0p9/rec9,0.01,0.78539816339744828,startup,32,0.52565589843671923,0.061144961525572784
i20_new,native/rstar/cp,0.01,0.78539816339744828,startup,32,1.0062150248798372,0.093379571236259618
i20_new,native/rstar/rec99,0.01,0.78539816339744828,startup,32,1.0233452367044831,0.090911091858873055
i20_new,native/rstar/rec9,0.01,0.78539816339744828,startup,32,0.68878414329666049,0.03787710676854588
i20_new,full_legacy/r0p9/cp,0.01,0.78539816339744828,startup,32,0.84941901939648989,0.096005747263447475
i20_new,full_legacy/r0p9/rec99,0.01,0.78539816339744828,startup,32,0.85504238583485837,0.099165882731380786
i20_new,full_legacy/r0p9/rec9,0.01,0.78539816339744828,startup,32,0.52565589843671923,0.061144961525572784
i20_new,full_legacy/rstar/cp,0.01,0.78539816339744828,startup,32,1.0246320642864344,0.090316880003216499
i20_new,full_legacy/rstar/rec99,0.01,0.78539816339744828,startup,32,1.0353562904979672,0.089547525028153857
i20_new,full_legacy/rstar/rec9,0.01,0.78539816339744828,startup,32,0.69726762754492155,0.037705992656048827
i20_new,ew99/r0p9/cp,0.01,0.78539816339744828,startup,32,0.85047689904903434,0.079680763881605915
i20_new,ew99/r0p9/rec99,0.01,0.78539816339744828,startup,32,0.75023102930643648,0.076755262948635675
i20_new,ew99/r0p9/rec9,0.01,0.78539816339744828,startup,32,0.52565589843671923,0.061144961525572784
i20_new,ew99/rstar/cp,0.01,0.78539816339744828,startup,32,1.0932979512084082,0.073363156761769729
i20_new,ew99/rstar/rec99,0.01,0.78539816339744828,startup,32,0.97252823359324725,0.060340512070723121
i20_new,ew99/rstar/rec9,0.01,0.78539816339744828,startup,32,0.76583073550829261,0.034223748169002172
i20_new,ew999/r0p9/cp,0.01,0.78539816339744828,startup,32,0.85386817298890882,0.080935762525439894
i20_new,ew999/r0p9/rec99,0.01,0.78539816339744828,startup,32,0.7576077247959957,0.077453745104182473
i20_new,ew999/r0p9/rec9,0.01,0.78539816339744828,startup,32,0.52565589843671923,0.061144961525572784
i20_new,ew999/rstar/cp,0.01,0.78539816339744828,startup,32,1.0956488120670489,0.075325607955465237
i20_new,ew999/rstar/rec99,0.01,0.78539816339744828,startup,32,0.97761243984141921,0.06180674415923721
i20_new,ew999/rstar/rec9,0.01,0.78539816339744828,startup,32,0.76412903068484983,0.034424418365664337
i20_new,oracle_useful/r0p9/cp,0.01,0.78539816339744828,startup,32,1.6728969498416779,0.50738709982579766
i20_new,oracle_useful/r0p9/rec99,0.01,0.78539816339744828,startup,32,1.6728969498416824,0.5073870998257991
i20_new,oracle_useful/r0p9/rec9,0.01,0.78539816339744828,startup,32,0.52565589843671923,0.061144961525572784
i20_new,oracle_useful/rstar/cp,0.01,0.78539816339744828,startup,32,1.69677124459842,0.50849986346438425
i20_new,oracle_useful/rstar/rec99,0.01,0.78539816339744828,startup,32,1.69677124459842,0.50849986346438414
i20_new,oracle_useful/rstar/rec9,0.01,0.78539816339744828,startup,32,0.54953019319346152,0.061023946857214191
i20_new,oracle_nuisance/r0p9/cp,0.01,0.78539816339744828,startup,32,1.2958260393367969,0.15693764391479004
i20_new,oracle_nuisance/r0p9/rec99,0.01,0.78539816339744828,startup,32,1.2958260393368002,0.15693764391479054
i20_new,oracle_nuisance/r0p9/rec9,0.01,0.78539816339744828,startup,32,0.52565589843671923,0.061144961525572784
i20_new,oracle_nuisance/rstar/cp,0.01,0.78539816339744828,startup,32,1.6013151198841156,0.15481089240220383
i20_new,oracle_nuisance/rstar/rec99,0.01,0.78539816339744828,startup,32,1.6013151198841156,0.15481089240220389
i20_new,oracle_nuisance/rstar/rec9,0.01,0.78539816339744828,startup,32,0.8311449789840375,0.036190094374532751
i20_new,native/r0p9/cp,0.01,0.78539816339744828,transition,32,0.64240852487428257,0.033315873155336503
i20_new,native/r0p9/rec99,0.01,0.78539816339744828,transition,32,0.64309049180707367,0.033965723407632688
i20_new,native/r0p9/rec9,0.01,0.78539816339744828,transition,32,0.31434685491158054,0.005923581611621466
i20_new,native/rstar/cp,0.01,0.78539816339744828,transition,32,1.0468184930114111,0.033296366573047798
i20_new,native/rstar/rec99,0.01,0.78539816339744828,transition,32,1.049380007465825,0.034566963511435546
i20_new,native/rstar/rec9,0.01,0.78539816339744828,transition,32,0.71843923975776347,0.0080818648164172405
i20_new,full_legacy/r0p9/cp,0.01,0.78539816339744828,transition,32,0.65402111851413414,0.03306262632682952
i20_new,full_legacy/r0p9/rec99,0.01,0.78539816339744828,transition,32,0.65396531966084237,0.034127737338856413
i20_new,full_legacy/r0p9/rec9,0.01,0.78539816339744828,transition,32,0.31434685491158054,0.005923581611621466
i20_new,full_legacy/rstar/cp,0.01,0.78539816339744828,transition,32,1.0697127373493998,0.032632058051843875
i20_new,full_legacy/rstar/rec99,0.01,0.78539816339744828,transition,32,1.0764660996972724,0.035062690931835033
i20_new,full_legacy/rstar/rec9,0.01,0.78539816339744828,transition,32,0.73000173200951335,0.0083274033156814399
i20_new,ew99/r0p9/cp,0.01,0.78539816339744828,transition,32,0.65889195226170294,0.03299584321971058
i20_new,ew99/r0p9/rec99,0.01,0.78539816339744828,transition,32,0.65806953888029251,0.03415097998498718
i20_new,ew99/r0p9/rec9,0.01,0.78539816339744828,transition,32,0.31434685491158054,0.005923581611621466
i20_new,ew99/rstar/cp,0.01,0.78539816339744828,transition,32,1.0789061905470592,0.032960695748291538
i20_new,ew99/rstar/rec99,0.01,0.78539816339744828,transition,32,1.0878814498608063,0.03635184192767664
i20_new,ew99/rstar/rec9,0.01,0.78539816339744828,transition,32,0.7343477393083182,0.0085782135201827748
i20_new,ew999/r0p9/cp,0.01,0.78539816339744828,transition,32,0.66200687240403155,0.034034687184320601
i20_new,ew999/r0p9/rec99,0.01,0.78539816339744828,transition,32,0.66184344791650251,0.034447328303560933
i20_new,ew999/r0p9/rec9,0.01,0.78539816339744828,transition,32,0.31434685491158054,0.005923581611621466
i20_new,ew999/rstar/cp,0.01,0.78539816339744828,transition,32,1.0789304341323775,0.033854199903315438
i20_new,ew999/rstar/rec99,0.01,0.78539816339744828,transition,32,1.0822800996938831,0.034870899853042168
i20_new,ew999/rstar/rec9,0.01,0.78539816339744828,transition,32,0.73107743171882977,0.0084869296333620579
i20_new,oracle_useful/r0p9/cp,0.01,0.78539816339744828,transition,32,0.14255146459695034,0.008328561351692531
i20_new,oracle_useful/r0p9/rec99,0.01,0.78539816339744828,transition,32,0.14255146459695062,0.0083285613516926437
i20_new,oracle_useful/r0p9/rec9,0.01,0.78539816339744828,transition,32,0.31434685491158054,0.005923581611621466
i20_new,oracle_useful/rstar/cp,0.01,0.78539816339744828,transition,32,0.21408051542091533,0.0082629971381898201
i20_new,oracle_useful/rstar/rec99,0.01,0.78539816339744828,transition,32,0.2140805154209153,0.0082629971381898183
i20_new,oracle_useful/rstar/rec9,0.01,0.78539816339744828,transition,32,0.38587590573554548,0.0055548378981318787
i20_new,oracle_nuisance/r0p9/cp,0.01,0.78539816339744828,transition,32,0.67336631715137452,0.033790725638328571
i20_new,oracle_nuisance/r0p9/rec99,0.01,0.78539816339744828,transition,32,0.67336631715137685,0.033790725638328765
i20_new,oracle_nuisance/r0p9/rec9,0.01,0.78539816339744828,transition,32,0.31434685491158054,0.005923581611621466
i20_new,oracle_nuisance/rstar/cp,0.01,0.78539816339744828,transition,32,1.0924733768916286,0.033573627702207037
i20_new,oracle_nuisance/rstar/rec99,0.01,0.78539816339744828,transition,32,1.0924733768916288,0.033573627702207051
i20_new,oracle_nuisance/rstar/rec9,0.01,0.78539816339744828,transition,32,0.73345391465183452,0.0084977782728722535
i20_new,native/r0p9/cp,0.01,0.78539816339744828,late,32,0.67219291821829308,0.016050469670460178
i20_new,native/r0p9/rec99,0.01,0.78539816339744828,late,32,0.6679738512051614,0.015947649041285435
i20_new,native/r0p9/rec9,0.01,0.78539816339744828,late,32,0.30639374139288555,0.0025548103679456876
i20_new,native/rstar/cp,0.01,0.78539816339744828,late,32,1.0922645240625484,0.01578970124202277
i20_new,native/rstar/rec99,0.01,0.78539816339744828,late,32,1.0883622523946059,0.01579112905337934
i20_new,native/rstar/rec9,0.01,0.78539816339744828,late,32,0.72655555759629165,0.0043576785691987951
i20_new,full_legacy/r0p9/cp,0.01,0.78539816339744828,late,32,0.66833710544649949,0.015768216380381905
i20_new,full_legacy/r0p9/rec99,0.01,0.78539816339744828,late,32,0.65702002267602555,0.014954352880478323
i20_new,full_legacy/r0p9/rec9,0.01,0.78539816339744828,late,32,0.30639374139288555,0.0025548103679456876
i20_new,full_legacy/rstar/cp,0.01,0.78539816339744828,late,32,1.0883929067960687,0.01548961356129051
i20_new,full_legacy/rstar/rec99,0.01,0.78539816339744828,late,32,1.0776365467717692,0.014938241744969612
i20_new,full_legacy/rstar/rec9,0.01,0.78539816339744828,late,32,0.72709322704052104,0.0043572333098559615
i20_new,ew99/r0p9/cp,0.01,0.78539816339744828,late,32,0.66833703366732244,0.015768224073979403
i20_new,ew99/r0p9/rec99,0.01,0.78539816339744828,late,32,0.65702015180773099,0.014954418349041211
i20_new,ew99/r0p9/rec9,0.01,0.78539816339744828,late,32,0.30639374139288555,0.0025548103679456876
i20_new,ew99/rstar/cp,0.01,0.78539816339744828,late,32,1.0883928514964878,0.015489625871751728
i20_new,ew99/rstar/rec99,0.01,0.78539816339744828,late,32,1.0776366405381759,0.014938337340337672
