drift,rotation_index,window,policy,mean_mse,seed_standard_error,independent_seeds
0.03,0,transition,native_cp,1.3433774547387558,0.14118749272853723,32
0.03,0,late,raw,4.992916351751697,0.020172084980202266,32
0.03,0,late,ema_q0p9,0.33828017508553127,0.002382835095305139,32
0.03,0,late,ema_q0p99,8.86263740652992,0.01510770106789873,32
0.03,0,late,ema_q0p999,709.9772297338613,1.013760078319573,32
0.03,0,late,ema_optimal_oracle,0.32920138571048885,0.002419600108972596,32
0.03,0,late,scalar_k0,8.862637406529915,0.015107701067898651,32
0.03,0,late,scalar_k0p5,2.7825505119414613,0.008352789073283759,32
0.03,0,late,scalar_k0p9,0.6115857395877757,0.0033571507953037427,32
0.03,0,late,scalar_k1,0.33828017508553143,0.002382835095305108,32
0.03,0,late,oracle_useful,0.14715810094075982,0.0015921857341715325,32
0.03,0,late,oracle_nuisance,9.053759480674692,0.014906589069321935,32
0.03,0,late,native_i17,0.1856032052797516,0.0025141177751459623,32
0.03,0,late,native_cp,0.17826593538365693,0.002454496778399172,32
0.03,1,startup,raw,4.932579650903242,0.08640357377813143,32
0.03,1,startup,ema_q0p9,0.5982824258255592,0.09119289615453849,32
0.03,1,startup,ema_q0p99,4.121181013104436,0.7760425469434511,32
0.03,1,startup,ema_q0p999,8.379762504556705,1.6438540245871938,32
0.03,1,startup,ema_optimal_oracle,0.6329473425530403,0.10658803077704689,32
0.03,1,startup,scalar_k0,4.121181013104436,0.7760425469434511,32
0.03,1,startup,scalar_k0p5,1.5732452304289535,0.2125366083256318,32
0.03,1,startup,scalar_k0p9,0.6637744561670955,0.0635672436770711,32
0.03,1,startup,scalar_k1,0.5982824258255592,0.09119289615453845,32
0.03,1,startup,oracle_useful,2.3188983733978747,0.6881021043699534,32
0.03,1,startup,oracle_nuisance,2.4005650655321196,0.2637695894710912,32
0.03,1,startup,native_i17,1.4549413765053276,0.16618058660033058,32
0.03,1,startup,native_cp,1.460655103904616,0.16682977681011307,32
0.03,1,transition,raw,4.9805196392512485,0.03456548862080982,32
0.03,1,transition,ema_q0p9,0.33827033575767385,0.005966276614186656,32
0.03,1,transition,ema_q0p99,8.271317626363214,0.05163627263843193,32
0.03,1,transition,ema_q0p999,170.87139986854598,2.418847685897173,32
0.03,1,transition,ema_optimal_oracle,0.32824276134251495,0.006015636750677856,32
0.03,1,transition,scalar_k0,8.271317626363214,0.051636272638431756,32
0.03,1,transition,scalar_k0p5,2.636277186481097,0.01940173389416625,32
0.03,1,transition,scalar_k0p9,0.6081286530790506,0.0071107681348121015,32
0.03,1,transition,scalar_k1,0.338270335757674,0.00596627661418667,32
0.03,1,transition,oracle_useful,0.182834874140089,0.012500597485801195,32
0.03,1,transition,oracle_nuisance,8.4267530879808,0.04602720279589341,32
