process_variance,process_index,rotation_index,window,policy,policy_class,mean_mse,seed_standard_error,independent_seeds
0.01,1,1,transition,oracle_nuisance,generating_direction_oracle,0.6733663171513747,0.03379072563832858,32
0.01,1,1,transition,native_i17,native_learned_direction,0.6408219496969034,0.033043047880144914,32
0.01,1,1,transition,native_cp,native_learned_direction,0.6424085248742826,0.0333158731553365,32
0.01,1,1,transition,native_cp_star,native_learned_direction,1.0468184930114113,0.03329636657304779,32
0.01,1,1,transition,oracle_useful_star,generating_direction_oracle,0.2140805154209153,0.008262997138189818,32
0.01,1,1,late,raw,raw,5.008882556616911,0.017551022144278318,32
0.01,1,1,late,ema_q0p9,fixed_uniform_EMA,0.30639374139288555,0.0025548103679456876,32
0.01,1,1,late,ema_q0p99,fixed_uniform_EMA,0.4836399527120936,0.016282624361038715,32
0.01,1,1,late,ema_q0p999,fixed_uniform_EMA,4.033039885562884,0.44817255451254345,32
0.01,1,1,late,dema_q0p9,signed_uniform_DEMA,0.6553243991841571,0.0047043368823302106,32
0.01,1,1,late,dema_q0p99,signed_uniform_DEMA,0.29219432280064184,0.005440585079467456,32
0.01,1,1,late,dema_q0p999,signed_uniform_DEMA,2.085551128254564,0.14053650244520297,32
0.01,1,1,late,ema_common_steady_oracle,model_based_common_control,0.2150374683342518,0.0028333104835465985,32
0.01,1,1,late,common_kalman,model_based_common_control,0.2150374683342518,0.002833310483546594,32
0.01,1,1,late,useful_oracle_kalman,generating_direction_oracle,0.0960039096933366,0.0015458443826998254,32
0.01,1,1,late,scalar_k0,scalar_mixture,0.4836399527120936,0.016282624361038715,32
0.01,1,1,late,scalar_k0p5,scalar_mixture,0.6219493439448658,0.004620920894007242,32
0.01,1,1,late,scalar_k0p9,scalar_mixture,0.4610916048567793,0.003036997463859664,32
0.01,1,1,late,scalar_k1,scalar_mixture,0.30639374139288555,0.0025548103679456898,32
0.01,1,1,late,oracle_useful,generating_direction_oracle,0.11459767115296039,0.0016572470620205412,32
0.01,1,1,late,oracle_nuisance,generating_direction_oracle,0.6754360229520188,0.01618926685650395,32
0.01,1,1,late,native_i17,native_learned_direction,0.6721250719260816,0.015983662156732577,32
0.01,1,1,late,native_cp,native_learned_direction,0.6721929182182931,0.016050469670460175,32
0.01,1,1,late,native_cp_star,native_learned_direction,1.0922645240625481,0.01578970124202277,32
0.01,1,1,late,oracle_useful_star,generating_direction_oracle,0.18823296405720713,0.0017239355478762084,32
0.1,2,0,whole,raw,raw,5.003912094344168,0.014483744606845848,32
0.1,2,0,whole,ema_q0p9,fixed_uniform_EMA,0.6942335148905849,0.0067777157458634016,32
0.1,2,0,whole,ema_q0p99,fixed_uniform_EMA,4.5803609701811165,0.13030323249509976,32
0.1,2,0,whole,ema_q0p999,fixed_uniform_EMA,35.488758700613545,3.401973392915885,32
0.1,2,0,whole,dema_q0p9,signed_uniform_DEMA,0.8324766493450519,0.005328266929369482,32
0.1,2,0,whole,dema_q0p99,signed_uniform_DEMA,2.407822425080906,0.053811439607900906,32
0.1,2,0,whole,dema_q0p999,signed_uniform_DEMA,18.692716454381134,1.0885557264455343,32
0.1,2,0,whole,ema_common_steady_oracle,model_based_common_control,0.6651038336480787,0.005140723712841024,32
0.1,2,0,whole,common_kalman,model_based_common_control,0.6630738036949126,0.0048496464394386695,32
0.1,2,0,whole,useful_oracle_kalman,generating_direction_oracle,0.2792420043521452,0.002340718853970602,32
0.1,2,0,whole,scalar_k0,scalar_mixture,4.5803609701811165,0.1303032324950997,32
0.1,2,0,whole,scalar_k0p5,scalar_mixture,1.7052037362883774,0.033757271666304274,32
0.1,2,0,whole,scalar_k0p9,scalar_mixture,0.7134648179407902,0.005245058849746606,32
0.1,2,0,whole,scalar_k1,scalar_mixture,0.6942335148905849,0.0067777157458634085,32
0.1,2,0,whole,oracle_useful,generating_direction_oracle,0.5404135256749731,0.015555124194705776,32
0.1,2,0,whole,oracle_nuisance,generating_direction_oracle,4.734180959396729,0.12993484520076123,32
0.1,2,0,whole,native_i17,native_learned_direction,1.4749715338112597,0.10303400733897067,32
0.1,2,0,whole,native_cp,native_learned_direction,1.4513435835945803,0.10270371325005966,32
0.1,2,0,whole,native_cp_star,native_learned_direction,1.4277464612043942,0.1261739664094097,32
0.1,2,0,whole,oracle_useful_star,generating_direction_oracle,0.3342473184145666,0.014658753191631865,32
0.1,2,0,startup,raw,raw,4.9035316037743275,0.10024647159025608,32
0.1,2,0,startup,ema_q0p9,fixed_uniform_EMA,0.9012299587379093,0.06838133417536248,32
0.1,2,0,startup,ema_q0p99,fixed_uniform_EMA,4.790289477088867,0.6537986123368891,32
0.1,2,0,startup,ema_q0p999,fixed_uniform_EMA,8.86766041511779,1.3528569805647377,32
0.1,2,0,startup,dema_q0p9,signed_uniform_DEMA,0.8984147901980524,0.043982631534777605,32
0.1,2,0,startup,dema_q0p99,signed_uniform_DEMA,2.789288477076253,0.32690194769338415,32
0.1,2,0,startup,dema_q0p999,signed_uniform_DEMA,8.165581388220124,1.2305423730155935,32
0.1,2,0,startup,ema_common_steady_oracle,model_based_common_control,0.8112315992771519,0.05235859827083842,32
0.1,2,0,startup,common_kalman,model_based_common_control,0.7300303933241951,0.030040832303912374,32
0.1,2,0,startup,useful_oracle_kalman,generating_direction_oracle,0.46391702476908275,0.02728768482129185,32
0.1,2,0,startup,scalar_k0,scalar_mixture,4.7902894770888675,0.653798612336889,32
0.1,2,0,startup,scalar_k0p5,scalar_mixture,1.7956853629776517,0.17467610212872695,32
0.1,2,0,startup,scalar_k0p9,scalar_mixture,0.8260908583484974,0.04793004297546902,32
0.1,2,0,startup,scalar_k1,scalar_mixture,0.9012299587379093,0.06838133417536249,32
0.1,2,0,startup,oracle_useful,generating_direction_oracle,2.048471010142867,0.5062862779344199,32
0.1,2,0,startup,oracle_nuisance,generating_direction_oracle,3.643048425683909,0.39479938605532783,32
0.1,2,0,startup,native_i17,native_learned_direction,2.0993902456974336,0.2785009484725816,32
0.1,2,0,startup,native_cp,native_learned_direction,2.106321957028173,0.27879521769123145,32
0.1,2,0,startup,native_cp_star,native_learned_direction,2.0995386615418044,0.280526420294145,32
0.1,2,0,startup,oracle_useful_star,generating_direction_oracle,1.7936986459129303,0.5067256094527902,32
0.1,2,0,transition,raw,raw,4.998497274609449,0.03378402254242504,32
0.1,2,0,transition,ema_q0p9,fixed_uniform_EMA,0.7014985896967311,0.013186517955985386,32
0.1,2,0,transition,ema_q0p99,fixed_uniform_EMA,4.475058923529817,0.3210243152977202,32
0.1,2,0,transition,ema_q0p999,fixed_uniform_EMA,23.68844943829385,3.959346931177268,32
0.1,2,0,transition,dema_q0p9,signed_uniform_DEMA,0.8390225630599313,0.010613025623344423,32
0.1,2,0,transition,dema_q0p99,signed_uniform_DEMA,2.482347818215401,0.1387986160464799,32
0.1,2,0,transition,dema_q0p999,signed_uniform_DEMA,15.039280910030845,1.9789503978727745,32
0.1,2,0,transition,ema_common_steady_oracle,model_based_common_control,0.671884337269096,0.0100226454571669,32
0.1,2,0,transition,common_kalman,model_based_common_control,0.6718843381386869,0.010022645597006911,32
0.1,2,0,transition,useful_oracle_kalman,generating_direction_oracle,0.2827157033511891,0.0037939908483021023,32
0.1,2,0,transition,scalar_k0,scalar_mixture,4.475058923529817,0.3210243152977202,32
0.1,2,0,transition,scalar_k0p5,scalar_mixture,1.6769835334797956,0.08180597728231401,32
0.1,2,0,transition,scalar_k0p9,scalar_mixture,0.7159766271972707,0.011292635349544534,32
0.1,2,0,transition,scalar_k1,scalar_mixture,0.7014985896967312,0.013186517955985386,32
0.1,2,0,transition,oracle_useful,generating_direction_oracle,0.529703199382101,0.013312157403127573,32
0.1,2,0,transition,oracle_nuisance,generating_direction_oracle,4.646854313844447,0.3230468732366853,32
0.1,2,0,transition,native_i17,native_learned_direction,2.0962918655018514,0.16984017443635097,32
0.1,2,0,transition,native_cp,native_learned_direction,2.083419694726814,0.17014080343919782,32
0.1,2,0,transition,native_cp_star,native_learned_direction,2.172542247095815,0.20079765589263188,32
0.1,2,0,transition,oracle_useful_star,generating_direction_oracle,0.31827739856116494,0.008701407325604583,32
0.1,2,0,late,raw,raw,5.008882556616911,0.017551022144278314,32
0.1,2,0,late,ema_q0p9,fixed_uniform_EMA,0.6851541109871636,0.007451399347561811,32
0.1,2,0,late,ema_q0p99,fixed_uniform_EMA,4.604953967279582,0.1606362649015469,32
0.1,2,0,late,ema_q0p999,fixed_uniform_EMA,39.91622142215931,4.645588036860289,32
0.1,2,0,late,dema_q0p9,signed_uniform_DEMA,0.8283149372021548,0.005638486611774276,32
0.1,2,0,late,dema_q0p99,signed_uniform_DEMA,2.3727492720740457,0.04907594567039223,32
0.1,2,0,late,dema_q0p999,signed_uniform_DEMA,20.13965161989159,1.3723295240939664,32
0.1,2,0,late,ema_common_steady_oracle,model_based_common_control,0.6581987570408044,0.0056318568020636535,32
0.1,2,0,late,common_kalman,model_based_common_control,0.6581987570408043,0.005631856802063644,32
0.1,2,0,late,useful_oracle_kalman,generating_direction_oracle,0.27204406063853404,0.0025477209561903208,32
0.1,2,0,late,scalar_k0,scalar_mixture,4.604953967279581,0.16063626490154684,32
0.1,2,0,late,scalar_k0p5,scalar_mixture,1.710653742907976,0.04144197524550217,32
0.1,2,0,late,scalar_k0p9,scalar_mixture,0.7089570738169224,0.005734279019976335,32
0.1,2,0,late,scalar_k1,scalar_mixture,0.6851541109871636,0.007451399347561823,32
0.1,2,0,late,oracle_useful,generating_direction_oracle,0.49335804074723844,0.007284698881704443,32
0.1,2,0,late,oracle_nuisance,generating_direction_oracle,4.796750037519507,0.160408366360829,32
0.1,2,0,late,native_i17,native_learned_direction,1.2677614772412098,0.10101296701566113,32
0.1,2,0,late,native_cp,native_learned_direction,1.2398881378071238,0.09988147174534125,32
0.1,2,0,late,native_cp_star,native_learned_direction,1.181914652092388,0.12369438283392364,32
0.1,2,0,late,oracle_useful_star,generating_direction_oracle,0.29038991678730836,0.0025363166877223784,32
0.1,2,1,whole,raw,raw,5.003912094344168,0.014483744606845855,32
0.1,2,1,whole,ema_q0p9,fixed_uniform_EMA,0.6942335148905849,0.006777715745863406,32
0.1,2,1,whole,ema_q0p99,fixed_uniform_EMA,4.5803609701811165,0.13030323249509976,32
0.1,2,1,whole,ema_q0p999,fixed_uniform_EMA,35.48875870061356,3.4019733929158855,32
0.1,2,1,whole,dema_q0p9,signed_uniform_DEMA,0.8324766493450519,0.005328266929369485,32
0.1,2,1,whole,dema_q0p99,signed_uniform_DEMA,2.407822425080905,0.05381143960790098,32
0.1,2,1,whole,dema_q0p999,signed_uniform_DEMA,18.69271645438114,1.0885557264455339,32
0.1,2,1,whole,ema_common_steady_oracle,model_based_common_control,0.6651038336480786,0.005140723712841031,32
0.1,2,1,whole,common_kalman,model_based_common_control,0.6630738036949126,0.0048496464394386755,32
0.1,2,1,whole,useful_oracle_kalman,generating_direction_oracle,0.27924200435214513,0.002340718853970602,32
0.1,2,1,whole,scalar_k0,scalar_mixture,4.5803609701811165,0.13030323249509976,32
0.1,2,1,whole,scalar_k0p5,scalar_mixture,1.7052037362883774,0.0337572716663043,32
0.1,2,1,whole,scalar_k0p9,scalar_mixture,0.7134648179407903,0.00524505884974661,32
0.1,2,1,whole,scalar_k1,scalar_mixture,0.6942335148905849,0.006777715745863405,32
0.1,2,1,whole,oracle_useful,generating_direction_oracle,0.5404135256749731,0.015555124194705795,32
0.1,2,1,whole,oracle_nuisance,generating_direction_oracle,4.734180959396728,0.1299348452007612,32
0.1,2,1,whole,native_i17,native_learned_direction,1.474971533811261,0.10303400733897068,32
0.1,2,1,whole,native_cp,native_learned_direction,1.4513435835945812,0.10270371325005978,32
0.1,2,1,whole,native_cp_star,native_learned_direction,1.4277464612043955,0.12617396640940984,32
0.1,2,1,whole,oracle_useful_star,generating_direction_oracle,0.3342473184145667,0.014658753191631877,32
0.1,2,1,startup,raw,raw,4.9035316037743275,0.1002464715902561,32
0.1,2,1,startup,ema_q0p9,fixed_uniform_EMA,0.9012299587379093,0.06838133417536248,32
0.1,2,1,startup,ema_q0p99,fixed_uniform_EMA,4.7902894770888675,0.6537986123368893,32
0.1,2,1,startup,ema_q0p999,fixed_uniform_EMA,8.867660415117788,1.3528569805647372,32
0.1,2,1,startup,dema_q0p9,signed_uniform_DEMA,0.8984147901980524,0.043982631534777605,32
0.1,2,1,startup,dema_q0p99,signed_uniform_DEMA,2.7892884770762545,0.3269019476933847,32
0.1,2,1,startup,dema_q0p999,signed_uniform_DEMA,8.165581388220119,1.230542373015592,32
0.1,2,1,startup,ema_common_steady_oracle,model_based_common_control,0.8112315992771518,0.05235859827083841,32
0.1,2,1,startup,common_kalman,model_based_common_control,0.730030393324195,0.030040832303912374,32
0.1,2,1,startup,useful_oracle_kalman,generating_direction_oracle,0.4639170247690827,0.02728768482129185,32
0.1,2,1,startup,scalar_k0,scalar_mixture,4.7902894770888675,0.6537986123368893,32
0.1,2,1,startup,scalar_k0p5,scalar_mixture,1.7956853629776517,0.17467610212872706,32
0.1,2,1,startup,scalar_k0p9,scalar_mixture,0.8260908583484974,0.04793004297546901,32
0.1,2,1,startup,scalar_k1,scalar_mixture,0.9012299587379093,0.06838133417536246,32
0.1,2,1,startup,oracle_useful,generating_direction_oracle,2.048471010142868,0.5062862779344205,32
0.1,2,1,startup,oracle_nuisance,generating_direction_oracle,3.643048425683909,0.39479938605532783,32
0.1,2,1,startup,native_i17,native_learned_direction,2.099390245697434,0.27850094847258156,32
0.1,2,1,startup,native_cp,native_learned_direction,2.1063219570281735,0.27879521769123133,32
0.1,2,1,startup,native_cp_star,native_learned_direction,2.0995386615418052,0.28052642029414493,32
0.1,2,1,startup,oracle_useful_star,generating_direction_oracle,1.7936986459129312,0.5067256094527907,32
0.1,2,1,transition,raw,raw,4.998497274609449,0.03378402254242506,32
0.1,2,1,transition,ema_q0p9,fixed_uniform_EMA,0.7014985896967312,0.013186517955985381,32
0.1,2,1,transition,ema_q0p99,fixed_uniform_EMA,4.475058923529817,0.3210243152977204,32
0.1,2,1,transition,ema_q0p999,fixed_uniform_EMA,23.688449438293855,3.9593469311772704,32
0.1,2,1,transition,dema_q0p9,signed_uniform_DEMA,0.8390225630599313,0.010613025623344414,32
0.1,2,1,transition,dema_q0p99,signed_uniform_DEMA,2.4823478182153993,0.1387986160464798,32
0.1,2,1,transition,dema_q0p999,signed_uniform_DEMA,15.039280910030849,1.9789503978727767,32
0.1,2,1,transition,ema_common_steady_oracle,model_based_common_control,0.6718843372690959,0.010022645457166898,32
0.1,2,1,transition,common_kalman,model_based_common_control,0.6718843381386868,0.010022645597006913,32
0.1,2,1,transition,useful_oracle_kalman,generating_direction_oracle,0.2827157033511891,0.0037939908483020984,32
0.1,2,1,transition,scalar_k0,scalar_mixture,4.475058923529818,0.32102431529772046,32
0.1,2,1,transition,scalar_k0p5,scalar_mixture,1.6769835334797958,0.08180597728231406,32
0.1,2,1,transition,scalar_k0p9,scalar_mixture,0.7159766271972707,0.011292635349544534,32
0.1,2,1,transition,scalar_k1,scalar_mixture,0.7014985896967312,0.013186517955985381,32
0.1,2,1,transition,oracle_useful,generating_direction_oracle,0.529703199382101,0.01331215740312757,32
0.1,2,1,transition,oracle_nuisance,generating_direction_oracle,4.646854313844448,0.3230468732366855,32
0.1,2,1,transition,native_i17,native_learned_direction,2.096291865501851,0.16984017443635097,32
0.1,2,1,transition,native_cp,native_learned_direction,2.083419694726813,0.1701408034391978,32
0.1,2,1,transition,native_cp_star,native_learned_direction,2.1725422470958144,0.20079765589263188,32
0.1,2,1,transition,oracle_useful_star,generating_direction_oracle,0.31827739856116494,0.00870140732560458,32
0.1,2,1,late,raw,raw,5.008882556616911,0.017551022144278314,32
0.1,2,1,late,ema_q0p9,fixed_uniform_EMA,0.6851541109871635,0.007451399347561813,32
0.1,2,1,late,ema_q0p99,fixed_uniform_EMA,4.604953967279581,0.16063626490154692,32
0.1,2,1,late,ema_q0p999,fixed_uniform_EMA,39.916221422159325,4.64558803686029,32
0.1,2,1,late,dema_q0p9,signed_uniform_DEMA,0.8283149372021547,0.005638486611774273,32
0.1,2,1,late,dema_q0p99,signed_uniform_DEMA,2.372749272074045,0.0490759456703922,32
0.1,2,1,late,dema_q0p999,signed_uniform_DEMA,20.139651619891595,1.3723295240939641,32
0.1,2,1,late,ema_common_steady_oracle,model_based_common_control,0.6581987570408043,0.005631856802063654,32
0.1,2,1,late,common_kalman,model_based_common_control,0.6581987570408043,0.005631856802063659,32
0.1,2,1,late,useful_oracle_kalman,generating_direction_oracle,0.27204406063853404,0.002547720956190322,32
0.1,2,1,late,scalar_k0,scalar_mixture,4.604953967279581,0.16063626490154695,32
0.1,2,1,late,scalar_k0p5,scalar_mixture,1.7106537429079758,0.0414419752455022,32
0.1,2,1,late,scalar_k0p9,scalar_mixture,0.7089570738169224,0.005734279019976341,32
0.1,2,1,late,scalar_k1,scalar_mixture,0.6851541109871635,0.00745139934756181,32
0.1,2,1,late,oracle_useful,generating_direction_oracle,0.49335804074723844,0.007284698881704452,32
0.1,2,1,late,oracle_nuisance,generating_direction_oracle,4.796750037519506,0.16040836636082903,32
0.1,2,1,late,native_i17,native_learned_direction,1.2677614772412114,0.10101296701566105,32
0.1,2,1,late,native_cp,native_learned_direction,1.2398881378071254,0.0998814717453413,32
0.1,2,1,late,native_cp_star,native_learned_direction,1.1819146520923893,0.12369438283392369,32
0.1,2,1,late,oracle_useful_star,generating_direction_oracle,0.29038991678730836,0.002536316687722381,32
