seed,cell,probe,action,B,B_cosine,F,F_cosine,K,J_actual,J_over_zero,U_heldout_ce,heldout_accuracy_change
202609122,clean,rare8,native_grouped,2.5512839337241826,0.44724331529105565,2.5428769544818706,0.47610649042373876,-0.008406979242311699,0.007112465195176084,0.037135511821648155,0.007962466993300055,0.0
202609122,clean,rare8,raw,2.5512839337241826,0.44724331529105565,2.5512839337241826,0.44724331529105565,0.0,0.007452475490636004,0.03747552211710807,0.008157916189052372,0.0
202609122,clean,rare8,zero,2.5512839337241826,0.44724331529105565,0.0,,-2.5512839337241826,-0.03002304662647207,0.0,-0.0310393180778199,0.0
202609122,diffuse,majority,native_interleaved,-0.20042556250885873,-0.14970985450969831,-0.20863647371494684,-0.1561650963700723,-0.008210911206088104,0.0012824147158693449,-0.0014832577313141722,0.0019502466233424776,0.0006666666666667043
202609122,diffuse,majority,native_grouped,-0.20042556250885873,-0.14970985450969831,-0.2089572448619981,-0.15640237886963756,-0.008531682353139343,0.0012727493734338946,-0.0014929230737496225,0.0019509559238747864,0.0006666666666667043
202609122,diffuse,majority,raw,-0.20042556250885873,-0.14970985450969831,-0.20042556250885873,-0.14970985450969831,0.0,0.001395966897526264,-0.001369705549657253,0.0020931394242567625,0.0006666666666667043
202609122,diffuse,majority,zero,-0.20042556250885873,-0.14970985450969831,0.0,,0.20042556250885873,0.002765672447183517,0.0,0.0030628968616050467,-0.0006666666666665932
202609122,diffuse,rare8,native_interleaved,4.612977606107938,0.17809908722074777,4.653613931816315,0.18003923579498152,0.04063632570837759,0.03171707386584436,0.06174012049231643,0.03370313121726731,0.0
202609122,diffuse,rare8,native_grouped,4.612977606107938,0.17809908722074777,4.59197360741064,0.17765129368394902,-0.021003998697297382,0.030734848196347864,0.06075789482281993,0.03274105401486871,0.0
202609122,diffuse,rare8,raw,4.612977606107938,0.17809908722074777,4.612977606107938,0.17809908722074777,0.0,0.03092970509569494,0.060952751722167006,0.03285459296280635,0.0
202609122,diffuse,rare8,zero,4.612977606107938,0.17809908722074777,0.0,,-4.612977606107938,-0.03002304662647207,0.0,-0.0310393180778199,0.0
